source,target,type,weight
tt1826940,tt1593756,Undirected,8
tt1826940,tt1195935,Undirected,5
tt1826940,tt2177489,Undirected,7
tt1826940,tt1235547,Undirected,5
tt1826940,tt0386676,Undirected,26
tt1826940,tt0193676,Undirected,4
tt1826940,tt0844441,Undirected,13
tt1826940,tt0090390,Undirected,2
tt1826940,tt0279600,Undirected,4
tt1826940,tt0417299,Undirected,2
tt1826940,tt2861424,Undirected,2
tt1826940,tt0264235,Undirected,18
tt1826940,tt1845307,Undirected,22
tt1826940,tt0353049,Undirected,2
tt1826940,tt1608180,Undirected,8
tt1826940,tt1780441,Undirected,4
tt1826940,tt0086759,Undirected,2
tt1826940,tt1819654,Undirected,2
tt1826940,tt0115320,Undirected,8
tt1826940,tt0367279,Undirected,18
tt1826940,tt0115378,Undirected,3
tt1826940,tt2262383,Undirected,6
tt1826940,tt0147746,Undirected,4
tt1826940,tt3560094,Undirected,3
tt1826940,tt2393813,Undirected,2
tt1826940,tt1839683,Undirected,2
tt1826940,tt0115082,Undirected,9
tt1826940,tt0115083,Undirected,10
tt1826940,tt1332030,Undirected,2
tt1826940,tt1758772,Undirected,3
tt1826940,tt0057733,Undirected,2
tt1826940,tt0112178,Undirected,2
tt1826940,tt0244365,Undirected,2
tt1826940,tt1586676,Undirected,2
tt1826940,tt1936532,Undirected,2
tt1826940,tt1235099,Undirected,13
tt1826940,tt0460690,Undirected,12
tt1826940,tt1590961,Undirected,2
tt1826940,tt1255913,Undirected,3
tt1826940,tt0096684,Undirected,6
tt1826940,tt1819509,Undirected,12
tt1826940,tt2193021,Undirected,2
tt1826940,tt1582350,Undirected,3
tt1826940,tt0066626,Undirected,3
tt1826940,tt0364828,Undirected,18
tt1826940,tt0112084,Undirected,4
tt1826940,tt1137462,Undirected,2
tt1826940,tt0248654,Undirected,5
tt1826940,tt1442464,Undirected,19
tt1826940,tt0103491,Undirected,4
tt1826940,tt1714204,Undirected,11
tt1826940,tt2137109,Undirected,8
tt1826940,tt0485842,Undirected,5
tt1826940,tt1466074,Undirected,3
tt1826940,tt1741256,Undirected,12
tt1826940,tt0115200,Undirected,2
tt1826940,tt1865769,Undirected,3
tt1826940,tt2660806,Undirected,7
tt1826940,tt0083437,Undirected,2
tt1826940,tt0080240,Undirected,2
tt1826940,tt0088571,Undirected,5
tt1826940,tt1344204,Undirected,3
tt1826940,tt1844624,Undirected,2
tt1826940,tt2710104,Undirected,7
tt1826940,tt1179817,Undirected,11
tt1826940,tt0412175,Undirected,15
tt1831164,tt0421384,Undirected,2
tt0397306,tt0364845,Undirected,32
tt0397306,tt1600194,Undirected,13
tt0397306,tt1600199,Undirected,17
tt0397306,tt0174378,Undirected,12
tt0397306,tt1124373,Undirected,9
tt0397306,tt0072562,Undirected,56
tt0397306,tt0413573,Undirected,34
tt0397306,tt0462128,Undirected,10
tt0397306,tt0118300,Undirected,6
tt0397306,tt0118303,Undirected,16
tt0397306,tt0071007,Undirected,2
tt0397306,tt0165581,Undirected,21
tt0397306,tt0086687,Undirected,8
tt0397306,tt0286486,Undirected,10
tt0397306,tt2226342,Undirected,3
tt0397306,tt0106028,Undirected,6
tt0397306,tt1843323,Undirected,11
tt0397306,tt0275137,Undirected,31
tt0397306,tt0134247,Undirected,13
tt0397306,tt0297494,Undirected,14
tt0397306,tt0103352,Undirected,2
tt0397306,tt0088559,Undirected,8
tt0397306,tt0925266,Undirected,15
tt0397306,tt1086761,Undirected,4
tt0397306,tt0103359,Undirected,11
tt0397306,tt1663676,Undirected,2
tt0397306,tt1358522,Undirected,3
tt0397306,tt0395843,Undirected,17
tt0397306,tt0112022,Undirected,24
tt0397306,tt1103987,Undirected,7
tt0397306,tt1986770,Undirected,9
tt0397306,tt0369179,Undirected,20
tt0397306,tt1615919,Undirected,21
tt0397306,tt1825133,Undirected,4
tt0397306,tt1219024,Undirected,17
tt0397306,tt0182576,Undirected,112
tt0397306,tt0455275,Undirected,6
tt0397306,tt0285333,Undirected,6
tt0397306,tt0285331,Undirected,12
tt0397306,tt0086765,Undirected,21
tt0397306,tt0101120,Undirected,5
tt0397306,tt2802008,Undirected,2
tt0397306,tt0810788,Undirected,10
tt0397306,tt0458254,Undirected,19
tt0397306,tt0458253,Undirected,17
tt0397306,tt2581458,Undirected,2
tt0397306,tt0098904,Undirected,31
tt0397306,tt0115167,Undirected,6
tt0397306,tt2647544,Undirected,2
tt0397306,tt0112196,Undirected,3
tt0397306,tt0115369,Undirected,8
tt0397306,tt1723760,Undirected,2
tt0397306,tt0105958,Undirected,7
tt0397306,tt1480684,Undirected,24
tt0397306,tt2654580,Undirected,2
tt0397306,tt0278866,Undirected,32
tt0397306,tt0098878,Undirected,4
tt0397306,tt0108778,Undirected,30
tt0397306,tt2741602,Undirected,2
tt0397306,tt0852863,Undirected,36
tt0397306,tt0320970,Undirected,12
tt0397306,tt1442462,Undirected,14
tt0397306,tt0955322,Undirected,3
tt0397306,tt0106053,Undirected,92
tt0397306,tt0106052,Undirected,128
tt0397306,tt0235923,Undirected,10
tt0397306,tt1723816,Undirected,3
tt0397306,tt1583638,Undirected,3
tt0397306,tt0118421,Undirected,4
tt0397306,tt0460681,Undirected,6
tt0397306,tt0914387,Undirected,3
tt0397306,tt0489598,Undirected,2
tt0397306,tt0402711,Undirected,28
tt0397306,tt1567254,Undirected,3
tt0397306,tt0112111,Undirected,22
tt0397306,tt1595859,Undirected,5
tt0397306,tt0084967,Undirected,5
tt0397306,tt1402376,Undirected,5
tt0397306,tt0096697,Undirected,46
tt0397306,tt3514324,Undirected,2
tt0397306,tt0096694,Undirected,2
tt0397306,tt0410975,Undirected,37
tt0397306,tt0294097,Undirected,15
tt0397306,tt0111945,Undirected,24
tt0397306,tt0361227,Undirected,21
tt0397306,tt0368530,Undirected,2
tt0397306,tt1621748,Undirected,6
tt0397306,tt0363307,Undirected,4
tt0397306,tt0312081,Undirected,3
tt0397306,tt1865718,Undirected,15
tt0397306,tt0063951,Undirected,24
tt0397306,tt1190689,Undirected,6
tt0397306,tt0092400,Undirected,22
tt0397306,tt0106115,Undirected,2
tt0397306,tt0979432,Undirected,4
tt0397306,tt1832979,Undirected,3
tt0397306,tt0101081,Undirected,7
tt0397306,tt1821681,Undirected,6
tt0397306,tt0303461,Undirected,4
tt0397306,tt0247091,Undirected,15
tt0397306,tt1551632,Undirected,7
tt0397306,tt1641384,Undirected,17
tt0397306,tt0460637,Undirected,10
tt0397306,tt3489184,Undirected,3
tt0397306,tt0988824,Undirected,7
tt0397306,tt0367345,Undirected,9
tt0397306,tt1812523,Undirected,10
tt0397306,tt1073507,Undirected,15
tt0397306,tt2249007,Undirected,3
tt0397306,tt0904208,Undirected,6
tt0397306,tt0758745,Undirected,2
tt0397306,tt0096542,Undirected,10
tt0397306,tt0472954,Undirected,12
tt0397306,tt1327801,Undirected,16
tt0397306,tt1131746,Undirected,9
tt0397306,tt1561755,Undirected,18
tt0397306,tt0437005,Undirected,8
tt0397306,tt0397442,Undirected,3
tt0397306,tt0197159,Undirected,6
tt0397306,tt0321018,Undirected,7
tt0397306,tt1870479,Undirected,7
tt0397306,tt1416765,Undirected,8
tt0397306,tt0460644,Undirected,17
tt0397306,tt0460649,Undirected,35
tt0397306,tt2467372,Undirected,11
tt0397306,tt0330251,Undirected,5
tt0397306,tt1415889,Undirected,7
tt0397306,tt0103442,Undirected,5
tt0397306,tt3530232,Undirected,9
tt0397306,tt0851851,Undirected,5
tt0397306,tt0098948,Undirected,12
tt0397306,tt1837576,Undirected,8
tt0397306,tt1119644,Undirected,7
tt0397306,tt0200276,Undirected,26
tt0397306,tt0106080,Undirected,12
tt0397306,tt1495708,Undirected,2
tt0397306,tt1583607,Undirected,27
tt0397306,tt2364582,Undirected,5
tt0397306,tt1442437,Undirected,28
tt0397306,tt0098763,Undirected,8
tt0397306,tt0281432,Undirected,6
tt0397306,tt2300923,Undirected,2
tt0397306,tt0409591,Undirected,4
tt0397306,tt0118375,Undirected,35
tt0397306,tt2087571,Undirected,2
tt0397306,tt1587678,Undirected,18
tt0397306,tt0799922,Undirected,9
tt0397306,tt0157246,Undirected,22
tt0397306,tt0839188,Undirected,5
tt0397306,tt0790772,Undirected,7
tt0397306,tt0821375,Undirected,19
tt0397306,tt1195935,Undirected,47
tt0397306,tt2177489,Undirected,5
tt0397306,tt0251439,Undirected,2
tt0397306,tt0108684,Undirected,12
tt0397306,tt0386676,Undirected,15
tt0397306,tt0193676,Undirected,6
tt0397306,tt0111999,Undirected,2
tt0397306,tt0844441,Undirected,7
tt0397306,tt1657505,Undirected,4
tt0397306,tt0090390,Undirected,2
tt0397306,tt0835434,Undirected,2
tt0397306,tt0279600,Undirected,5
tt0397306,tt0417299,Undirected,22
tt0397306,tt2861424,Undirected,6
tt0397306,tt0264235,Undirected,45
tt0397306,tt0496275,Undirected,5
tt0397306,tt1845307,Undirected,15
tt0397306,tt0353049,Undirected,3
tt0397306,tt1608180,Undirected,9
tt0397306,tt0077000,Undirected,4
tt0397306,tt1780441,Undirected,8
tt0397306,tt0086759,Undirected,9
tt0397306,tt0434665,Undirected,2
tt0397306,tt1819654,Undirected,2
tt0397306,tt0383126,Undirected,3
tt0397306,tt0131613,Undirected,2
tt0397306,tt0115320,Undirected,12
tt0397306,tt0367279,Undirected,30
tt0397306,tt0373732,Undirected,19
tt0397306,tt0105941,Undirected,10
tt0397306,tt0105946,Undirected,5
tt0397306,tt0115378,Undirected,16
tt0397306,tt2262383,Undirected,3
tt0397306,tt0197182,Undirected,10
tt0397306,tt0147746,Undirected,20
tt0397306,tt0121955,Undirected,3
tt0397306,tt0115082,Undirected,14
tt0397306,tt0115083,Undirected,14
tt0397306,tt0112173,Undirected,2
tt0397306,tt1758772,Undirected,2
tt0397306,tt0381798,Undirected,4
tt0397306,tt0112178,Undirected,13
tt0397306,tt0244365,Undirected,8
tt0397306,tt0083399,Undirected,8
tt0397306,tt1586676,Undirected,2
tt0397306,tt1936532,Undirected,6
tt0397306,tt1235099,Undirected,5
tt0397306,tt0460690,Undirected,10
tt0397306,tt1255913,Undirected,6
tt0397306,tt3487382,Undirected,2
tt0397306,tt0096684,Undirected,9
tt0397306,tt1819509,Undirected,6
tt0397306,tt0417373,Undirected,8
tt0397306,tt0374455,Undirected,4
tt0397306,tt0086770,Undirected,9
tt0397306,tt1582350,Undirected,2
tt0397306,tt0066626,Undirected,3
tt0397306,tt1850458,Undirected,5
tt0397306,tt0364828,Undirected,20
tt0397306,tt0112084,Undirected,13
tt0397306,tt1439741,Undirected,4
tt0397306,tt0112175,Undirected,4
tt0397306,tt0248654,Undirected,19
tt0397306,tt1442464,Undirected,13
tt0397306,tt0103491,Undirected,13
tt0397306,tt1714204,Undirected,6
tt0397306,tt2137109,Undirected,8
tt0397306,tt0485842,Undirected,6
tt0397306,tt1466074,Undirected,10
tt0397306,tt1741256,Undirected,5
tt0397306,tt0163507,Undirected,5
tt0397306,tt0092345,Undirected,3
tt0397306,tt0115200,Undirected,13
tt0397306,tt1865769,Undirected,7
tt0397306,tt2660806,Undirected,3
tt0397306,tt0083437,Undirected,3
tt0397306,tt0080240,Undirected,4
tt0397306,tt0088571,Undirected,5
tt0397306,tt2006848,Undirected,2
tt0397306,tt0213327,Undirected,3
tt0397306,tt1844624,Undirected,9
tt0397306,tt2710104,Undirected,4
tt0397306,tt1179817,Undirected,7
tt0397306,tt0412175,Undirected,23
tt0397306,tt0343314,Undirected,13
tt0397306,tt1826940,Undirected,21
tt0096657,tt0094525,Undirected,11
tt0096657,tt0096548,Undirected,2
tt0096657,tt0310455,Undirected,3
tt0096657,tt0118401,Undirected,10
tt0096657,tt0103376,Undirected,7
tt0096657,tt0081912,Undirected,6
tt0096657,tt0129690,Undirected,2
tt0496343,tt0364845,Undirected,26
tt0496343,tt1600194,Undirected,5
tt0496343,tt3155320,Undirected,2
tt0496343,tt1600199,Undirected,8
tt0496343,tt0174378,Undirected,7
tt0496343,tt1124373,Undirected,6
tt0496343,tt0072562,Undirected,2
tt0496343,tt0413573,Undirected,32
tt0496343,tt0462128,Undirected,3
tt0496343,tt0118300,Undirected,4
tt0496343,tt0118303,Undirected,7
tt0496343,tt0165581,Undirected,11
tt0496343,tt0286486,Undirected,22
tt0496343,tt1843323,Undirected,2
tt0496343,tt0275137,Undirected,2
tt0496343,tt0134247,Undirected,2
tt0496343,tt1001482,Undirected,2
tt0496343,tt0088559,Undirected,4
tt0496343,tt0925266,Undirected,2
tt0496343,tt0103359,Undirected,3
tt0496343,tt0395843,Undirected,24
tt0496343,tt0112022,Undirected,21
tt0496343,tt1103987,Undirected,9
tt0496343,tt1986770,Undirected,3
tt0496343,tt0369179,Undirected,9
tt0496343,tt1615919,Undirected,7
tt0496343,tt1219024,Undirected,19
tt0496343,tt0182576,Undirected,2
tt0496343,tt0455275,Undirected,8
tt0496343,tt0285333,Undirected,8
tt0496343,tt0285331,Undirected,10
tt0496343,tt2183404,Undirected,2
tt0496343,tt0086765,Undirected,7
tt0496343,tt0101120,Undirected,4
tt0496343,tt0810788,Undirected,5
tt0496343,tt0458253,Undirected,15
tt0496343,tt0098904,Undirected,10
tt0496343,tt0115167,Undirected,3
tt0496343,tt0115369,Undirected,2
tt0496343,tt0105958,Undirected,2
tt0496343,tt1480684,Undirected,4
tt0496343,tt0108778,Undirected,7
tt0496343,tt0852863,Undirected,3
tt0496343,tt0320970,Undirected,3
tt0496343,tt1442462,Undirected,2
tt0496343,tt0106053,Undirected,2
tt0496343,tt0106052,Undirected,4
tt0496343,tt1583638,Undirected,4
tt0496343,tt0460681,Undirected,2
tt0496343,tt0914387,Undirected,2
tt0496343,tt0402711,Undirected,20
tt0496343,tt1567254,Undirected,3
tt0496343,tt0112111,Undirected,7
tt0496343,tt0084967,Undirected,5
tt0496343,tt1402376,Undirected,3
tt0496343,tt3514324,Undirected,3
tt0496343,tt0096694,Undirected,2
tt0496343,tt0410975,Undirected,19
tt0496343,tt0111945,Undirected,8
tt0496343,tt0368530,Undirected,4
tt0496343,tt0092400,Undirected,2
tt0496343,tt1832979,Undirected,4
tt0496343,tt1821681,Undirected,7
tt0496343,tt0303461,Undirected,3
tt0496343,tt2295809,Undirected,3
tt0496343,tt0247091,Undirected,4
tt0496343,tt1551632,Undirected,7
tt0496343,tt0460637,Undirected,2
tt0496343,tt0367345,Undirected,7
tt0496343,tt1073507,Undirected,3
tt0496343,tt2249007,Undirected,2
tt0496343,tt0904208,Undirected,2
tt0496343,tt0096542,Undirected,4
tt0496343,tt0472954,Undirected,8
tt0496343,tt0948538,Undirected,2
tt0496343,tt1327801,Undirected,3
tt0496343,tt2402137,Undirected,2
tt0496343,tt1131746,Undirected,2
tt0496343,tt1870479,Undirected,2
tt0496343,tt1416765,Undirected,6
tt0496343,tt0460644,Undirected,14
tt0496343,tt0460649,Undirected,13
tt0496343,tt2467372,Undirected,5
tt0496343,tt2355844,Undirected,2
tt0496343,tt1415889,Undirected,6
tt0496343,tt0103442,Undirected,2
tt0496343,tt0851851,Undirected,6
tt0496343,tt0098948,Undirected,3
tt0496343,tt1837576,Undirected,9
tt0496343,tt1119644,Undirected,3
tt0496343,tt0200276,Undirected,22
tt0496343,tt1583607,Undirected,5
tt0496343,tt1442437,Undirected,6
tt0496343,tt1587678,Undirected,4
tt0496343,tt0799922,Undirected,4
tt0496343,tt0157246,Undirected,7
tt0496343,tt0790772,Undirected,5
tt0496343,tt0386676,Undirected,9
tt0496343,tt0955346,Undirected,3
tt0496343,tt0844441,Undirected,8
tt0496343,tt1657505,Undirected,2
tt0496343,tt0052520,Undirected,2
tt0496343,tt0417299,Undirected,3
tt0496343,tt0264235,Undirected,10
tt0496343,tt0496275,Undirected,2
tt0496343,tt1845307,Undirected,3
tt0496343,tt0452718,Undirected,6
tt0496343,tt1608180,Undirected,4
tt0496343,tt0076984,Undirected,3
tt0496343,tt0077000,Undirected,7
tt0496343,tt0115320,Undirected,5
tt0496343,tt0367279,Undirected,5
tt0496343,tt0105946,Undirected,4
tt0496343,tt0115378,Undirected,2
tt0496343,tt2262383,Undirected,6
tt0496343,tt0103405,Undirected,2
tt0496343,tt0147746,Undirected,5
tt0496343,tt3560094,Undirected,2
tt0496343,tt0115082,Undirected,5
tt0496343,tt0115083,Undirected,12
tt0496343,tt1758772,Undirected,4
tt0496343,tt0112178,Undirected,6
tt0496343,tt0244365,Undirected,10
tt0496343,tt1728102,Undirected,3
tt0496343,tt0083399,Undirected,3
tt0496343,tt1936532,Undirected,4
tt0496343,tt1235099,Undirected,15
tt0496343,tt0460690,Undirected,10
tt0496343,tt1590961,Undirected,5
tt0496343,tt0096684,Undirected,6
tt0496343,tt1819509,Undirected,4
tt0496343,tt0086770,Undirected,4
tt0496343,tt2543312,Undirected,4
tt0496343,tt0364828,Undirected,18
tt0496343,tt0248654,Undirected,7
tt0496343,tt1442464,Undirected,6
tt0496343,tt0103491,Undirected,7
tt0496343,tt1714204,Undirected,10
tt0496343,tt2137109,Undirected,4
tt0496343,tt0485842,Undirected,4
tt0496343,tt1466074,Undirected,4
tt0496343,tt1741256,Undirected,4
tt0496343,tt0115200,Undirected,2
tt0496343,tt2660806,Undirected,3
tt0496343,tt0083437,Undirected,3
tt0496343,tt0080240,Undirected,4
tt0496343,tt0088571,Undirected,5
tt0496343,tt2006848,Undirected,2
tt0496343,tt2710104,Undirected,2
tt0496343,tt1179817,Undirected,4
tt0496343,tt0412175,Undirected,13
tt0496343,tt0343314,Undirected,2
tt0496343,tt1826940,Undirected,8
tt0496343,tt0397306,Undirected,2
tt0452046,tt0364845,Undirected,445
tt0452046,tt1600194,Undirected,108
tt0452046,tt3155320,Undirected,16
tt0452046,tt1600199,Undirected,113
tt0452046,tt0174378,Undirected,47
tt0452046,tt1124373,Undirected,93
tt0452046,tt0072562,Undirected,17
tt0452046,tt0413573,Undirected,338
tt0452046,tt1138475,Undirected,6
tt0452046,tt1833285,Undirected,3
tt0452046,tt0462128,Undirected,33
tt0452046,tt0118300,Undirected,27
tt0452046,tt3749900,Undirected,3
tt0452046,tt0118303,Undirected,54
tt0452046,tt0071007,Undirected,8
tt0452046,tt0165581,Undirected,54
tt0452046,tt0086687,Undirected,16
tt0452046,tt0286486,Undirected,129
tt0452046,tt2226342,Undirected,14
tt0452046,tt2963254,Undirected,2
tt0452046,tt0106028,Undirected,20
tt0452046,tt1843323,Undirected,23
tt0452046,tt0275137,Undirected,26
tt0452046,tt2543328,Undirected,3
tt0452046,tt0134247,Undirected,30
tt0452046,tt1641349,Undirected,2
tt0452046,tt1001482,Undirected,23
tt0452046,tt0111987,Undirected,4
tt0452046,tt0103352,Undirected,3
tt0452046,tt0088559,Undirected,39
tt0452046,tt0925266,Undirected,34
tt0452046,tt0103359,Undirected,16
tt0452046,tt1663676,Undirected,17
tt0452046,tt1358522,Undirected,24
tt0452046,tt0395843,Undirected,288
tt0452046,tt0112022,Undirected,278
tt0452046,tt1103987,Undirected,88
tt0452046,tt1986770,Undirected,41
tt0452046,tt0369179,Undirected,92
tt0452046,tt1615919,Undirected,43
tt0452046,tt1219024,Undirected,396
tt0452046,tt1333050,Undirected,5
tt0452046,tt0182576,Undirected,30
tt0452046,tt1156535,Undirected,4
tt0452046,tt0455275,Undirected,77
tt0452046,tt0285333,Undirected,83
tt0452046,tt0285331,Undirected,233
tt0452046,tt2183404,Undirected,6
tt0452046,tt0086765,Undirected,125
tt0452046,tt0101120,Undirected,24
tt0452046,tt0810788,Undirected,78
tt0452046,tt0458254,Undirected,3
tt0452046,tt2017109,Undirected,9
tt0452046,tt0458253,Undirected,171
tt0452046,tt0098904,Undirected,60
tt0452046,tt0457229,Undirected,7
tt0452046,tt3205802,Undirected,25
tt0452046,tt0115167,Undirected,19
tt0452046,tt0112196,Undirected,2
tt0452046,tt0115369,Undirected,25
tt0452046,tt0075596,Undirected,10
tt0452046,tt1723760,Undirected,10
tt0452046,tt0105958,Undirected,20
tt0452046,tt0058805,Undirected,2
tt0452046,tt1480684,Undirected,21
tt0452046,tt2654580,Undirected,3
tt0452046,tt0278866,Undirected,4
tt0452046,tt0098878,Undirected,15
tt0452046,tt0108778,Undirected,58
tt0452046,tt2741602,Undirected,8
tt0452046,tt0852863,Undirected,10
tt0452046,tt0320970,Undirected,26
tt0452046,tt1442462,Undirected,42
tt0452046,tt0955322,Undirected,9
tt0452046,tt0106053,Undirected,25
tt0452046,tt0106052,Undirected,46
tt0452046,tt0434706,Undirected,4
tt0452046,tt1583638,Undirected,11
tt0452046,tt0118421,Undirected,25
tt0452046,tt2149175,Undirected,2
tt0452046,tt1492179,Undirected,2
tt0452046,tt0460681,Undirected,79
tt0452046,tt0914387,Undirected,16
tt0452046,tt0489598,Undirected,2
tt0452046,tt0402711,Undirected,188
tt0452046,tt1567254,Undirected,19
tt0452046,tt0112111,Undirected,58
tt0452046,tt1595859,Undirected,35
tt0452046,tt0084967,Undirected,37
tt0452046,tt1402376,Undirected,14
tt0452046,tt0096697,Undirected,9
tt0452046,tt3514324,Undirected,27
tt0452046,tt0096694,Undirected,3
tt0452046,tt0410975,Undirected,230
tt0452046,tt0294097,Undirected,3
tt0452046,tt0111945,Undirected,66
tt0452046,tt0361227,Undirected,18
tt0452046,tt0368530,Undirected,25
tt0452046,tt0363307,Undirected,3
tt0452046,tt0312081,Undirected,14
tt0452046,tt1865718,Undirected,5
tt0452046,tt0063951,Undirected,2
tt0452046,tt1190689,Undirected,9
tt0452046,tt0092400,Undirected,39
tt0452046,tt0979432,Undirected,14
tt0452046,tt1832979,Undirected,48
tt0452046,tt0101081,Undirected,5
tt0452046,tt1821681,Undirected,64
tt0452046,tt0303461,Undirected,16
tt0452046,tt2193041,Undirected,9
tt0452046,tt2295809,Undirected,24
tt0452046,tt0247091,Undirected,17
tt0452046,tt1551632,Undirected,156
tt0452046,tt1641384,Undirected,15
tt0452046,tt2306299,Undirected,2
tt0452046,tt0460637,Undirected,42
tt0452046,tt3489184,Undirected,7
tt0452046,tt0988824,Undirected,3
tt0452046,tt0367345,Undirected,68
tt0452046,tt1812523,Undirected,3
tt0452046,tt1073507,Undirected,17
tt0452046,tt2249007,Undirected,35
tt0452046,tt0994314,Undirected,4
tt0452046,tt0904208,Undirected,26
tt0452046,tt0758745,Undirected,16
tt0452046,tt0096542,Undirected,44
tt0452046,tt0472954,Undirected,66
tt0452046,tt0948538,Undirected,28
tt0452046,tt1327801,Undirected,47
tt0452046,tt2402137,Undirected,25
tt0452046,tt1131746,Undirected,30
tt0452046,tt1561755,Undirected,3
tt0452046,tt0437005,Undirected,12
tt0452046,tt0397442,Undirected,11
tt0452046,tt0321018,Undirected,19
tt0452046,tt1870479,Undirected,34
tt0452046,tt1416765,Undirected,66
tt0452046,tt0460644,Undirected,179
tt0452046,tt0460649,Undirected,108
tt0452046,tt2467372,Undirected,25
tt0452046,tt0330251,Undirected,21
tt0452046,tt2355844,Undirected,16
tt0452046,tt1415889,Undirected,35
tt0452046,tt0103442,Undirected,9
tt0452046,tt0851851,Undirected,47
tt0452046,tt0098948,Undirected,34
tt0452046,tt1837576,Undirected,118
tt0452046,tt0187636,Undirected,2
tt0452046,tt1119644,Undirected,37
tt0452046,tt3843168,Undirected,2
tt0452046,tt0200276,Undirected,204
tt0452046,tt0106080,Undirected,27
tt0452046,tt1495708,Undirected,19
tt0452046,tt1583607,Undirected,61
tt0452046,tt2364582,Undirected,34
tt0452046,tt1442437,Undirected,80
tt0452046,tt0098763,Undirected,4
tt0452046,tt0281432,Undirected,15
tt0452046,tt2300923,Undirected,13
tt0452046,tt1837654,Undirected,4
tt0452046,tt0409591,Undirected,7
tt0452046,tt0118375,Undirected,12
tt0452046,tt2288064,Undirected,4
tt0452046,tt2087571,Undirected,16
tt0452046,tt1587678,Undirected,26
tt0452046,tt0799922,Undirected,28
tt0452046,tt0157246,Undirected,56
tt0452046,tt2006374,Undirected,2
tt0452046,tt0790772,Undirected,49
tt0452046,tt0821375,Undirected,7
tt0452046,tt1593756,Undirected,6
tt0452046,tt1195935,Undirected,12
tt0452046,tt2177489,Undirected,6
tt0452046,tt0108684,Undirected,13
tt0452046,tt1235547,Undirected,11
tt0452046,tt0386676,Undirected,68
tt0452046,tt0955346,Undirected,30
tt0452046,tt0193676,Undirected,13
tt0452046,tt0324864,Undirected,2
tt0452046,tt0111999,Undirected,10
tt0452046,tt0844441,Undirected,116
tt0452046,tt1657505,Undirected,23
tt0452046,tt0090390,Undirected,12
tt0452046,tt0835434,Undirected,6
tt0452046,tt0279600,Undirected,25
tt0452046,tt0417299,Undirected,19
tt0452046,tt1196006,Undirected,3
tt0452046,tt0264235,Undirected,42
tt0452046,tt0496275,Undirected,32
tt0452046,tt1845307,Undirected,33
tt0452046,tt0452718,Undirected,9
tt0452046,tt0353049,Undirected,2
tt0452046,tt1608180,Undirected,25
tt0452046,tt0076984,Undirected,3
tt0452046,tt0077000,Undirected,42
tt0452046,tt0086759,Undirected,26
tt0452046,tt0434665,Undirected,4
tt0452046,tt1819654,Undirected,22
tt0452046,tt0383126,Undirected,3
tt0452046,tt0115320,Undirected,91
tt0452046,tt0367279,Undirected,41
tt0452046,tt1442449,Undirected,2
tt0452046,tt0373732,Undirected,8
tt0452046,tt0105941,Undirected,3
tt0452046,tt2647258,Undirected,6
tt0452046,tt0105946,Undirected,42
tt0452046,tt0115378,Undirected,14
tt0452046,tt2262383,Undirected,69
tt0452046,tt0103405,Undirected,45
tt0452046,tt0197182,Undirected,76
tt0452046,tt0147746,Undirected,21
tt0452046,tt0121955,Undirected,2
tt0452046,tt3560094,Undirected,32
tt0452046,tt2393813,Undirected,14
tt0452046,tt1839683,Undirected,29
tt0452046,tt0115082,Undirected,40
tt0452046,tt0115083,Undirected,120
tt0452046,tt1332030,Undirected,36
tt0452046,tt0112173,Undirected,17
tt0452046,tt1758772,Undirected,61
tt0452046,tt0381798,Undirected,14
tt0452046,tt0057733,Undirected,2
tt0452046,tt0112178,Undirected,59
tt0452046,tt0244365,Undirected,78
tt0452046,tt1728102,Undirected,8
tt0452046,tt0118401,Undirected,2
tt0452046,tt0083399,Undirected,21
tt0452046,tt1586676,Undirected,17
tt0452046,tt1936532,Undirected,81
tt0452046,tt2170584,Undirected,5
tt0452046,tt1235099,Undirected,170
tt0452046,tt0460690,Undirected,131
tt0452046,tt1590961,Undirected,22
tt0452046,tt1255913,Undirected,3
tt0452046,tt3487382,Undirected,3
tt0452046,tt1595680,Undirected,2
tt0452046,tt0096684,Undirected,57
tt0452046,tt1819509,Undirected,25
tt0452046,tt2193021,Undirected,11
tt0452046,tt0417373,Undirected,2
tt0452046,tt0374455,Undirected,10
tt0452046,tt0346369,Undirected,3
tt0452046,tt0086770,Undirected,19
tt0452046,tt1582350,Undirected,5
tt0452046,tt2188671,Undirected,2
tt0452046,tt1850458,Undirected,7
tt0452046,tt2543312,Undirected,6
tt0452046,tt0364828,Undirected,172
tt0452046,tt0112084,Undirected,3
tt0452046,tt1439741,Undirected,18
tt0452046,tt1137462,Undirected,5
tt0452046,tt0112175,Undirected,3
tt0452046,tt0248654,Undirected,105
tt0452046,tt1442464,Undirected,81
tt0452046,tt0103491,Undirected,90
tt0452046,tt1714204,Undirected,88
tt0452046,tt2137109,Undirected,42
tt0452046,tt0306414,Undirected,15
tt0452046,tt0485842,Undirected,29
tt0452046,tt1466074,Undirected,30
tt0452046,tt1741256,Undirected,41
tt0452046,tt0115200,Undirected,4
tt0452046,tt0796264,Undirected,10
tt0452046,tt1865769,Undirected,8
tt0452046,tt2660806,Undirected,15
tt0452046,tt0083437,Undirected,19
tt0452046,tt0080240,Undirected,19
tt0452046,tt0088571,Undirected,24
tt0452046,tt2006848,Undirected,18
tt0452046,tt1344204,Undirected,2
tt0452046,tt1429449,Undirected,3
